"arrangeVar","groupSize","totalSus","nDesc","nGroups","opt","totalTest","i","p0","pI","threshold","n"
"fam",1,2874,100,2874,"num",2874,5,0.965205288796103,0.01,0.703845642670058,2874
"buil",1,2874,100,2874,"num",2874,5,0.965205288796103,0.01,0.703845642670058,2874
"nei",1,2874,100,2874,"num",2874,5,0.965205288796103,0.01,0.703845642670058,2874
"infP",50,2874,100,58,"num",2832,5,0.965205288796103,0.01,0.703845642670058,2874
"sus",10,2110,1900,211,"num",421,1,0.00995260663507109,0.01,0.716797186294571,2110
"fam",10,2110,1920,211,"num",401,1,0.00995260663507109,0.01,0.716797186294571,2110
"nei",10,2110,1920,211,"num",401,1,0.00995260663507109,0.01,0.716797186294571,2110
"buil",15,2110,1856,141,"num",395,1,0.00995260663507109,0.01,0.716797186294571,2110
"infP",22,2110,1870,96,"num",336,1,0.00995260663507109,0.01,0.716797186294571,2110
"sus",4,2110,1514,528,"num",1124,2,0.0800947867298578,0.01,0.716797186294571,2110
"fam",5,2110,1550,422,"num",982,2,0.0800947867298578,0.01,0.716797186294571,2110
"nei",5,2110,1475,422,"num",1057,2,0.0800947867298578,0.01,0.716797186294571,2110
"buil",6,2110,1504,352,"num",958,2,0.0800947867298578,0.01,0.716797186294571,2110
"infP",19,2110,1816,112,"num",406,2,0.0800947867298578,0.01,0.716797186294571,2110
"sus",1,2110,1049,2110,"num",2110,3,0.502843601895735,0.01,0.716797186294571,2110
"fam",1,2110,1049,2110,"num",2110,3,0.502843601895735,0.01,0.716797186294571,2110
"buil",8,2110,416,264,"num",1958,3,0.502843601895735,0.01,0.716797186294571,2110
"nei",11,2110,329,192,"num",1973,3,0.502843601895735,0.01,0.716797186294571,2110
"infP",36,2110,936,59,"num",1233,3,0.502843601895735,0.01,0.716797186294571,2110
"sus",1,2110,415,2110,"num",2110,4,0.803317535545024,0.01,0.716797186294571,2110
"fam",1,2110,415,2110,"num",2110,4,0.803317535545024,0.01,0.716797186294571,2110
"buil",1,2110,415,2110,"num",2110,4,0.803317535545024,0.01,0.716797186294571,2110
"nei",1,2110,415,2110,"num",2110,4,0.803317535545024,0.01,0.716797186294571,2110
"infP",18,2110,306,118,"num",1922,4,0.803317535545024,0.01,0.716797186294571,2110
"sus",1,2110,59,2110,"num",2110,5,0.972037914691943,0.01,0.716797186294571,2110
"fam",1,2110,59,2110,"num",2110,5,0.972037914691943,0.01,0.716797186294571,2110
"buil",1,2110,59,2110,"num",2110,5,0.972037914691943,0.01,0.716797186294571,2110
"nei",1,2110,59,2110,"num",2110,5,0.972037914691943,0.01,0.716797186294571,2110
"infP",59,2110,59,36,"num",2087,5,0.972037914691943,0.01,0.716797186294571,2110
"sus",14,2607,2440,187,"num",354,1,0.00498657460682777,0.005,0.747481657133903,2607
"buil",14,2607,2439,187,"num",355,1,0.00498657460682777,0.005,0.747481657133903,2607
"nei",14,2607,2425,187,"num",369,1,0.00498657460682777,0.005,0.747481657133903,2607
"fam",15,2607,2427,174,"num",354,1,0.00498657460682777,0.005,0.747481657133903,2607
"infP",25,2607,2439,105,"num",273,1,0.00498657460682777,0.005,0.747481657133903,2607
"sus",5,2607,1893,522,"num",1236,2,0.0598388952819333,0.005,0.747481657133903,2607
"buil",5,2607,1967,522,"num",1162,2,0.0598388952819333,0.005,0.747481657133903,2607
"nei",5,2607,1962,522,"num",1167,2,0.0598388952819333,0.005,0.747481657133903,2607
"fam",6,2607,1907,435,"num",1135,2,0.0598388952819333,0.005,0.747481657133903,2607
"infP",22,2607,2307,119,"num",419,2,0.0598388952819333,0.005,0.747481657133903,2607
"sus",1,2607,1692,2607,"num",2607,3,0.350978135788262,0.005,0.747481657133903,2607
"buil",4,2607,1059,652,"num",2200,3,0.350978135788262,0.005,0.747481657133903,2607
"fam",5,2607,845,522,"num",2284,3,0.350978135788262,0.005,0.747481657133903,2607
"nei",6,2607,747,435,"num",2295,3,0.350978135788262,0.005,0.747481657133903,2607
"infP",9,2607,1440,290,"num",1457,3,0.350978135788262,0.005,0.747481657133903,2607
"sus",1,2607,717,2607,"num",2607,4,0.724971231300345,0.005,0.747481657133903,2607
"fam",1,2607,717,2607,"num",2607,4,0.724971231300345,0.005,0.747481657133903,2607
"nei",29,2607,145,90,"num",2552,4,0.724971231300345,0.005,0.747481657133903,2607
"buil",32,2607,93,82,"num",2596,4,0.724971231300345,0.005,0.747481657133903,2607
"infP",33,2607,528,79,"num",2158,4,0.724971231300345,0.005,0.747481657133903,2607
"sus",1,2607,360,2607,"num",2607,5,0.861910241657077,0.005,0.747481657133903,2607
"fam",1,2607,360,2607,"num",2607,5,0.861910241657077,0.005,0.747481657133903,2607
"buil",1,2607,360,2607,"num",2607,5,0.861910241657077,0.005,0.747481657133903,2607
"nei",21,2607,126,125,"num",2606,5,0.861910241657077,0.005,0.747481657133903,2607
"infP",38,2607,266,69,"num",2410,5,0.861910241657077,0.005,0.747481657133903,2607
"sus",1,2607,209,2607,"num",2607,6,0.919831223628692,0.005,0.747481657133903,2607
"fam",1,2607,209,2607,"num",2607,6,0.919831223628692,0.005,0.747481657133903,2607
"buil",1,2607,209,2607,"num",2607,6,0.919831223628692,0.005,0.747481657133903,2607
"nei",1,2607,209,2607,"num",2607,6,0.919831223628692,0.005,0.747481657133903,2607
"infP",64,2607,192,41,"num",2456,6,0.919831223628692,0.005,0.747481657133903,2607
"sus",1,2607,112,2607,"num",2607,7,0.957038741848868,0.005,0.747481657133903,2607
"fam",1,2607,112,2607,"num",2607,7,0.957038741848868,0.005,0.747481657133903,2607
"buil",1,2607,112,2607,"num",2607,7,0.957038741848868,0.005,0.747481657133903,2607
"nei",1,2607,112,2607,"num",2607,7,0.957038741848868,0.005,0.747481657133903,2607
"infP",56,2607,112,47,"num",2542,7,0.957038741848868,0.005,0.747481657133903,2607
"sus",1,2607,45,2607,"num",2607,8,0.982738780207135,0.005,0.747481657133903,2607
"fam",1,2607,45,2607,"num",2607,8,0.982738780207135,0.005,0.747481657133903,2607
"buil",1,2607,45,2607,"num",2607,8,0.982738780207135,0.005,0.747481657133903,2607
"nei",1,2607,45,2607,"num",2607,8,0.982738780207135,0.005,0.747481657133903,2607
"infP",1,2607,45,2607,"num",2607,8,0.982738780207135,0.005,0.747481657133903,2607
"buil",10,644,585,65,"num",124,1,0.0093167701863354,0.01,0.701582829945255,644
"nei",10,644,586,65,"num",123,1,0.0093167701863354,0.01,0.701582829945255,644
"sus",11,644,589,59,"num",114,1,0.0093167701863354,0.01,0.701582829945255,644
"infP",13,644,581,50,"num",113,1,0.0093167701863354,0.01,0.701582829945255,644
"fam",17,644,576,38,"num",106,1,0.0093167701863354,0.01,0.701582829945255,644
"sus",3,644,444,215,"num",415,2,0.127329192546584,0.01,0.701582829945255,644
"buil",3,644,458,215,"num",401,2,0.127329192546584,0.01,0.701582829945255,644
"fam",4,644,400,161,"num",405,2,0.127329192546584,0.01,0.701582829945255,644
"nei",4,644,396,161,"num",409,2,0.127329192546584,0.01,0.701582829945255,644
"infP",22,644,517,30,"num",157,2,0.127329192546584,0.01,0.701582829945255,644
"sus",1,644,183,644,"num",644,3,0.71583850931677,0.01,0.701582829945255,644
"fam",1,644,183,644,"num",644,3,0.71583850931677,0.01,0.701582829945255,644
"buil",1,644,183,644,"num",644,3,0.71583850931677,0.01,0.701582829945255,644
"nei",1,644,183,644,"num",644,3,0.71583850931677,0.01,0.701582829945255,644
"infP",21,644,126,31,"num",549,3,0.71583850931677,0.01,0.701582829945255,644
"sus",1,644,27,644,"num",644,4,0.958074534161491,0.01,0.701582829945255,644
"fam",1,644,27,644,"num",644,4,0.958074534161491,0.01,0.701582829945255,644
"buil",1,644,27,644,"num",644,4,0.958074534161491,0.01,0.701582829945255,644
"nei",1,644,27,644,"num",644,4,0.958074534161491,0.01,0.701582829945255,644
"infP",27,644,27,24,"num",641,4,0.958074534161491,0.01,0.701582829945255,644
"nei",30,2173,2114,73,"num",132,1,0.00092038656235619,0.001,0.730672776210122,2173
"fam",31,2173,2112,71,"num",132,1,0.00092038656235619,0.001,0.730672776210122,2173
"infP",31,2173,2113,71,"num",131,1,0.00092038656235619,0.001,0.730672776210122,2173
"sus",32,2173,2110,68,"num",131,1,0.00092038656235619,0.001,0.730672776210122,2173
"buil",32,2173,2109,68,"num",132,1,0.00092038656235619,0.001,0.730672776210122,2173
"sus",5,2173,1638,435,"num",970,2,0.053382420616659,0.001,0.730672776210122,2173
"fam",5,2173,1668,435,"num",940,2,0.053382420616659,0.001,0.730672776210122,2173
"buil",5,2173,1689,435,"num",919,2,0.053382420616659,0.001,0.730672776210122,2173
"nei",5,2173,1650,435,"num",958,2,0.053382420616659,0.001,0.730672776210122,2173
"infP",59,2173,2057,37,"num",153,2,0.053382420616659,0.001,0.730672776210122,2173
"sus",1,2173,1229,2173,"num",2173,3,0.434422457432121,0.001,0.730672776210122,2173
"fam",1,2173,1229,2173,"num",2173,3,0.434422457432121,0.001,0.730672776210122,2173
"buil",1,2173,1229,2173,"num",2173,3,0.434422457432121,0.001,0.730672776210122,2173
"nei",1,2173,1229,2173,"num",2173,3,0.434422457432121,0.001,0.730672776210122,2173
"infP",12,2173,1080,182,"num",1275,3,0.434422457432121,0.001,0.730672776210122,2173
"sus",1,2173,237,2173,"num",2173,4,0.890934192360792,0.001,0.730672776210122,2173
"fam",1,2173,237,2173,"num",2173,4,0.890934192360792,0.001,0.730672776210122,2173
"buil",1,2173,237,2173,"num",2173,4,0.890934192360792,0.001,0.730672776210122,2173
"nei",1,2173,237,2173,"num",2173,4,0.890934192360792,0.001,0.730672776210122,2173
"infP",64,2173,128,34,"num",2079,4,0.890934192360792,0.001,0.730672776210122,2173
"sus",1,2173,30,2173,"num",2173,5,0.986194201564657,0.001,0.730672776210122,2173
"fam",1,2173,30,2173,"num",2173,5,0.986194201564657,0.001,0.730672776210122,2173
"buil",1,2173,30,2173,"num",2173,5,0.986194201564657,0.001,0.730672776210122,2173
"nei",1,2173,30,2173,"num",2173,5,0.986194201564657,0.001,0.730672776210122,2173
"infP",1,2173,30,2173,"num",2173,5,0.986194201564657,0.001,0.730672776210122,2173
"sus",14,1812,1687,130,"num",255,1,0.00496688741721854,0.005,0.703694334509782,1812
"fam",14,1812,1687,130,"num",255,1,0.00496688741721854,0.005,0.703694334509782,1812
"buil",14,1812,1688,130,"num",254,1,0.00496688741721854,0.005,0.703694334509782,1812
"nei",21,1812,1645,87,"num",254,1,0.00496688741721854,0.005,0.703694334509782,1812
"infP",25,1812,1715,73,"num",170,1,0.00496688741721854,0.005,0.703694334509782,1812
"sus",5,1812,1353,363,"num",822,2,0.0573951434878587,0.005,0.703694334509782,1812
"buil",5,1812,1417,363,"num",758,2,0.0573951434878587,0.005,0.703694334509782,1812
"fam",6,1812,1344,302,"num",770,2,0.0573951434878587,0.005,0.703694334509782,1812
"nei",6,1812,1314,302,"num",800,2,0.0573951434878587,0.005,0.703694334509782,1812
"infP",20,1812,1599,91,"num",304,2,0.0573951434878587,0.005,0.703694334509782,1812
"sus",1,1812,982,1812,"num",1812,3,0.458057395143488,0.005,0.703694334509782,1812
"fam",1,1812,982,1812,"num",1812,3,0.458057395143488,0.005,0.703694334509782,1812
"buil",4,1812,500,453,"num",1765,3,0.458057395143488,0.005,0.703694334509782,1812
"nei",8,1812,312,227,"num",1727,3,0.458057395143488,0.005,0.703694334509782,1812
"infP",24,1812,888,76,"num",1000,3,0.458057395143488,0.005,0.703694334509782,1812
"sus",1,1812,205,1812,"num",1812,4,0.886865342163355,0.005,0.703694334509782,1812
"fam",1,1812,205,1812,"num",1812,4,0.886865342163355,0.005,0.703694334509782,1812
"buil",1,1812,205,1812,"num",1812,4,0.886865342163355,0.005,0.703694334509782,1812
"nei",1,1812,205,1812,"num",1812,4,0.886865342163355,0.005,0.703694334509782,1812
"infP",32,1812,128,57,"num",1741,4,0.886865342163355,0.005,0.703694334509782,1812
"sus",1,1812,66,1812,"num",1812,5,0.963576158940397,0.005,0.703694334509782,1812
"fam",1,1812,66,1812,"num",1812,5,0.963576158940397,0.005,0.703694334509782,1812
"buil",1,1812,66,1812,"num",1812,5,0.963576158940397,0.005,0.703694334509782,1812
"nei",1,1812,66,1812,"num",1812,5,0.963576158940397,0.005,0.703694334509782,1812
"infP",59,1812,59,31,"num",1784,5,0.963576158940397,0.005,0.703694334509782,1812
"sus",1,1812,25,1812,"num",1812,6,0.986203090507726,0.005,0.703694334509782,1812
"fam",1,1812,25,1812,"num",1812,6,0.986203090507726,0.005,0.703694334509782,1812
"buil",1,1812,25,1812,"num",1812,6,0.986203090507726,0.005,0.703694334509782,1812
"nei",1,1812,25,1812,"num",1812,6,0.986203090507726,0.005,0.703694334509782,1812
"infP",1,1812,25,1812,"num",1812,6,0.986203090507726,0.005,0.703694334509782,1812
"buil",25,1524,1474,61,"num",111,1,0.00131233595800525,0.001,0.739950777566992,1524
"sus",27,1524,1471,57,"num",110,1,0.00131233595800525,0.001,0.739950777566992,1524
"fam",27,1524,1472,57,"num",109,1,0.00131233595800525,0.001,0.739950777566992,1524
"nei",28,1524,1469,55,"num",110,1,0.00131233595800525,0.001,0.739950777566992,1524
"infP",34,1524,1491,45,"num",78,1,0.00131233595800525,0.001,0.739950777566992,1524
"sus",4,1524,1160,381,"num",745,2,0.0649606299212598,0.001,0.739950777566992,1524
"fam",4,1524,1176,381,"num",729,2,0.0649606299212598,0.001,0.739950777566992,1524
"buil",4,1524,1180,381,"num",725,2,0.0649606299212598,0.001,0.739950777566992,1524
"nei",4,1524,1188,381,"num",717,2,0.0649606299212598,0.001,0.739950777566992,1524
"infP",51,1524,1424,30,"num",130,2,0.0649606299212598,0.001,0.739950777566992,1524
"sus",1,1524,910,1524,"num",1524,3,0.402887139107612,0.001,0.739950777566992,1524
"fam",3,1524,537,508,"num",1495,3,0.402887139107612,0.001,0.739950777566992,1524
"buil",4,1524,464,381,"num",1441,3,0.402887139107612,0.001,0.739950777566992,1524
"nei",8,1524,208,191,"num",1507,3,0.402887139107612,0.001,0.739950777566992,1524
"infP",10,1524,770,153,"num",907,3,0.402887139107612,0.001,0.739950777566992,1524
"sus",1,1524,159,1524,"num",1524,4,0.895669291338583,0.001,0.739950777566992,1524
"fam",1,1524,159,1524,"num",1524,4,0.895669291338583,0.001,0.739950777566992,1524
"buil",1,1524,159,1524,"num",1524,4,0.895669291338583,0.001,0.739950777566992,1524
"nei",1,1524,159,1524,"num",1524,4,0.895669291338583,0.001,0.739950777566992,1524
"infP",32,1524,128,48,"num",1444,4,0.895669291338583,0.001,0.739950777566992,1524
"sus",1,1524,38,1524,"num",1524,5,0.9750656167979,0.001,0.739950777566992,1524
"fam",1,1524,38,1524,"num",1524,5,0.9750656167979,0.001,0.739950777566992,1524
"buil",1,1524,38,1524,"num",1524,5,0.9750656167979,0.001,0.739950777566992,1524
"nei",1,1524,38,1524,"num",1524,5,0.9750656167979,0.001,0.739950777566992,1524
"infP",1,1524,38,1524,"num",1524,5,0.9750656167979,0.001,0.739950777566992,1524
"sus",22,637,615,29,"num",51,1,0.00156985871271586,0.001,0.71950825988315,637
"nei",22,637,615,29,"num",51,1,0.00156985871271586,0.001,0.71950825988315,637
"fam",23,637,615,28,"num",50,1,0.00156985871271586,0.001,0.71950825988315,637
"infP",23,637,615,28,"num",50,1,0.00156985871271586,0.001,0.71950825988315,637
"buil",24,637,614,27,"num",50,1,0.00156985871271586,0.001,0.71950825988315,637
"sus",5,637,457,128,"num",308,2,0.0675039246467818,0.001,0.71950825988315,637
"fam",5,637,472,128,"num",293,2,0.0675039246467818,0.001,0.71950825988315,637
"buil",5,637,457,128,"num",308,2,0.0675039246467818,0.001,0.71950825988315,637
"nei",5,637,453,128,"num",312,2,0.0675039246467818,0.001,0.71950825988315,637
"infP",54,637,584,12,"num",65,2,0.0675039246467818,0.001,0.71950825988315,637
"sus",1,637,364,637,"num",637,3,0.428571428571429,0.001,0.71950825988315,637
"fam",4,637,176,160,"num",621,3,0.428571428571429,0.001,0.71950825988315,637
"nei",4,637,179,160,"num",618,3,0.428571428571429,0.001,0.71950825988315,637
"infP",7,637,308,91,"num",420,3,0.428571428571429,0.001,0.71950825988315,637
"buil",17,637,84,38,"num",591,3,0.428571428571429,0.001,0.71950825988315,637
"sus",1,637,45,637,"num",637,4,0.929356357927786,0.001,0.71950825988315,637
"fam",1,637,45,637,"num",637,4,0.929356357927786,0.001,0.71950825988315,637
"buil",1,637,45,637,"num",637,4,0.929356357927786,0.001,0.71950825988315,637
"nei",1,637,45,637,"num",637,4,0.929356357927786,0.001,0.71950825988315,637
"infP",43,637,43,15,"num",609,4,0.929356357927786,0.001,0.71950825988315,637
"sus",1,637,7,637,"num",637,5,0.989010989010989,0.001,0.71950825988315,637
"fam",1,637,7,637,"num",637,5,0.989010989010989,0.001,0.71950825988315,637
"buil",1,637,7,637,"num",637,5,0.989010989010989,0.001,0.71950825988315,637
"nei",1,637,7,637,"num",637,5,0.989010989010989,0.001,0.71950825988315,637
"infP",1,637,7,637,"num",637,5,0.989010989010989,0.001,0.71950825988315,637
"sus",9,2654,2420,295,"num",529,1,0.0101733232856066,0.01,0.738508160237689,2654
"buil",10,2654,2404,266,"num",516,1,0.0101733232856066,0.01,0.738508160237689,2654
"nei",10,2654,2395,266,"num",525,1,0.0101733232856066,0.01,0.738508160237689,2654
"infP",10,2654,2447,266,"num",473,1,0.0101733232856066,0.01,0.738508160237689,2654
"fam",11,2654,2391,242,"num",505,1,0.0101733232856066,0.01,0.738508160237689,2654
"sus",4,2654,1743,664,"num",1575,2,0.0972117558402412,0.01,0.738508160237689,2654
"fam",4,2654,1946,664,"num",1372,2,0.0972117558402412,0.01,0.738508160237689,2654
"buil",4,2654,1918,664,"num",1400,2,0.0972117558402412,0.01,0.738508160237689,2654
"nei",5,2654,1770,531,"num",1415,2,0.0972117558402412,0.01,0.738508160237689,2654
"infP",20,2654,2240,133,"num",547,2,0.0972117558402412,0.01,0.738508160237689,2654
"sus",1,2654,1165,2654,"num",2654,3,0.56103993971364,0.01,0.738508160237689,2654
"fam",1,2654,1165,2654,"num",2654,3,0.56103993971364,0.01,0.738508160237689,2654
"buil",1,2654,1165,2654,"num",2654,3,0.56103993971364,0.01,0.738508160237689,2654
"nei",1,2654,1165,2654,"num",2654,3,0.56103993971364,0.01,0.738508160237689,2654
"infP",15,2654,1005,177,"num",1826,3,0.56103993971364,0.01,0.738508160237689,2654
"sus",1,2654,348,2654,"num",2654,4,0.86887716654107,0.01,0.738508160237689,2654
"fam",1,2654,348,2654,"num",2654,4,0.86887716654107,0.01,0.738508160237689,2654
"buil",1,2654,348,2654,"num",2654,4,0.86887716654107,0.01,0.738508160237689,2654
"nei",1,2654,348,2654,"num",2654,4,0.86887716654107,0.01,0.738508160237689,2654
"infP",52,2654,154,52,"num",2552,4,0.86887716654107,0.01,0.738508160237689,2654
"sus",1,2654,75,2654,"num",2654,5,0.971740768651093,0.01,0.738508160237689,2654
"fam",1,2654,75,2654,"num",2654,5,0.971740768651093,0.01,0.738508160237689,2654
"buil",1,2654,75,2654,"num",2654,5,0.971740768651093,0.01,0.738508160237689,2654
"nei",1,2654,75,2654,"num",2654,5,0.971740768651093,0.01,0.738508160237689,2654
"infP",64,2654,64,42,"num",2632,5,0.971740768651093,0.01,0.738508160237689,2654
"buil",14,2536,2356,182,"num",362,1,0.00512618296529968,0.005,0.724994546920061,2536
"infP",15,2536,2376,170,"num",330,1,0.00512618296529968,0.005,0.724994546920061,2536
"sus",16,2536,2344,159,"num",351,1,0.00512618296529968,0.005,0.724994546920061,2536
"nei",18,2536,2356,141,"num",321,1,0.00512618296529968,0.005,0.724994546920061,2536
"fam",20,2536,2316,127,"num",347,1,0.00512618296529968,0.005,0.724994546920061,2536
"sus",4,2536,1608,634,"num",1562,2,0.10686119873817,0.005,0.724994546920061,2536
"fam",4,2536,1696,634,"num",1474,2,0.10686119873817,0.005,0.724994546920061,2536
"buil",4,2536,1712,634,"num",1458,2,0.10686119873817,0.005,0.724994546920061,2536
"nei",5,2536,1561,508,"num",1483,2,0.10686119873817,0.005,0.724994546920061,2536
"infP",35,2536,2196,73,"num",413,2,0.10686119873817,0.005,0.724994546920061,2536
"sus",1,2536,1273,2536,"num",2536,3,0.498028391167192,0.005,0.724994546920061,2536
"fam",1,2536,1273,2536,"num",2536,3,0.498028391167192,0.005,0.724994546920061,2536
"nei",1,2536,1273,2536,"num",2536,3,0.498028391167192,0.005,0.724994546920061,2536
"buil",6,2536,468,423,"num",2491,3,0.498028391167192,0.005,0.724994546920061,2536
"infP",13,2536,1027,196,"num",1705,3,0.498028391167192,0.005,0.724994546920061,2536
"sus",1,2536,193,2536,"num",2536,4,0.923895899053628,0.005,0.724994546920061,2536
"fam",1,2536,193,2536,"num",2536,4,0.923895899053628,0.005,0.724994546920061,2536
"buil",1,2536,193,2536,"num",2536,4,0.923895899053628,0.005,0.724994546920061,2536
"nei",1,2536,193,2536,"num",2536,4,0.923895899053628,0.005,0.724994546920061,2536
"infP",51,2536,102,50,"num",2484,4,0.923895899053628,0.005,0.724994546920061,2536
"nei",14,2591,2409,186,"num",368,1,0.00501736781165573,0.005,0.735025274509098,2591
"sus",15,2591,2426,173,"num",338,1,0.00501736781165573,0.005,0.735025274509098,2591
"fam",15,2591,2426,173,"num",338,1,0.00501736781165573,0.005,0.735025274509098,2591
"buil",15,2591,2411,173,"num",353,1,0.00501736781165573,0.005,0.735025274509098,2591
"infP",15,2591,2428,173,"num",336,1,0.00501736781165573,0.005,0.735025274509098,2591
"sus",4,2591,1975,648,"num",1264,2,0.0652257815515245,0.005,0.735025274509098,2591
"fam",5,2591,1942,519,"num",1168,2,0.0652257815515245,0.005,0.735025274509098,2591
"buil",5,2591,1937,519,"num",1173,2,0.0652257815515245,0.005,0.735025274509098,2591
"nei",6,2591,1859,432,"num",1164,2,0.0652257815515245,0.005,0.735025274509098,2591
"infP",24,2591,2328,108,"num",371,2,0.0652257815515245,0.005,0.735025274509098,2591
"sus",1,2591,1756,2591,"num",2591,3,0.322269394056349,0.005,0.735025274509098,2591
"fam",4,2591,1115,648,"num",2124,3,0.322269394056349,0.005,0.735025274509098,2591
"buil",5,2591,1024,519,"num",2086,3,0.322269394056349,0.005,0.735025274509098,2591
"nei",5,2591,1011,519,"num",2099,3,0.322269394056349,0.005,0.735025274509098,2591
"infP",9,2591,1503,288,"num",1376,3,0.322269394056349,0.005,0.735025274509098,2591
"sus",1,2591,873,2591,"num",2591,4,0.663064453878811,0.005,0.735025274509098,2591
"fam",1,2591,873,2591,"num",2591,4,0.663064453878811,0.005,0.735025274509098,2591
"buil",1,2591,873,2591,"num",2591,4,0.663064453878811,0.005,0.735025274509098,2591
"infP",22,2591,748,118,"num",1961,4,0.663064453878811,0.005,0.735025274509098,2591
"nei",40,2591,80,65,"num",2576,4,0.663064453878811,0.005,0.735025274509098,2591
"sus",1,2591,280,2591,"num",2591,5,0.891933616364338,0.005,0.735025274509098,2591
"fam",1,2591,280,2591,"num",2591,5,0.891933616364338,0.005,0.735025274509098,2591
"buil",1,2591,280,2591,"num",2591,5,0.891933616364338,0.005,0.735025274509098,2591
"nei",1,2591,280,2591,"num",2591,5,0.891933616364338,0.005,0.735025274509098,2591
"infP",64,2591,256,41,"num",2376,5,0.891933616364338,0.005,0.735025274509098,2591
"sus",1,2591,74,2591,"num",2591,6,0.971439598610575,0.005,0.735025274509098,2591
"fam",1,2591,74,2591,"num",2591,6,0.971439598610575,0.005,0.735025274509098,2591
"buil",1,2591,74,2591,"num",2591,6,0.971439598610575,0.005,0.735025274509098,2591
"nei",1,2591,74,2591,"num",2591,6,0.971439598610575,0.005,0.735025274509098,2591
"infP",1,2591,74,2591,"num",2591,6,0.971439598610575,0.005,0.735025274509098,2591
"infP",24,812,789,34,"num",57,1,0.00123152709359606,0.001,0.725370171025861,812
"sus",26,812,787,32,"num",57,1,0.00123152709359606,0.001,0.725370171025861,812
"buil",26,812,787,32,"num",57,1,0.00123152709359606,0.001,0.725370171025861,812
"nei",26,812,787,32,"num",57,1,0.00123152709359606,0.001,0.725370171025861,812
"fam",28,812,784,29,"num",57,1,0.00123152709359606,0.001,0.725370171025861,812
"nei",4,812,652,203,"num",363,2,0.0554187192118227,0.001,0.725370171025861,812
"sus",5,812,602,163,"num",373,2,0.0554187192118227,0.001,0.725370171025861,812
"fam",5,812,622,163,"num",353,2,0.0554187192118227,0.001,0.725370171025861,812
"buil",5,812,622,163,"num",353,2,0.0554187192118227,0.001,0.725370171025861,812
"infP",23,812,745,36,"num",103,2,0.0554187192118227,0.001,0.725370171025861,812
"sus",1,812,464,812,"num",812,3,0.428571428571429,0.001,0.725370171025861,812
"fam",4,812,228,203,"num",787,3,0.428571428571429,0.001,0.725370171025861,812
"nei",6,812,191,136,"num",757,3,0.428571428571429,0.001,0.725370171025861,812
"buil",8,812,166,102,"num",748,3,0.428571428571429,0.001,0.725370171025861,812
"infP",12,812,408,68,"num",472,3,0.428571428571429,0.001,0.725370171025861,812
"sus",1,812,132,812,"num",812,4,0.83743842364532,0.001,0.725370171025861,812
"fam",1,812,132,812,"num",812,4,0.83743842364532,0.001,0.725370171025861,812
"buil",1,812,132,812,"num",812,4,0.83743842364532,0.001,0.725370171025861,812
"nei",1,812,132,812,"num",812,4,0.83743842364532,0.001,0.725370171025861,812
"infP",25,812,100,33,"num",745,4,0.83743842364532,0.001,0.725370171025861,812
"sus",1,812,12,812,"num",812,5,0.985221674876847,0.001,0.725370171025861,812
"fam",1,812,12,812,"num",812,5,0.985221674876847,0.001,0.725370171025861,812
"buil",1,812,12,812,"num",812,5,0.985221674876847,0.001,0.725370171025861,812
"nei",1,812,12,812,"num",812,5,0.985221674876847,0.001,0.725370171025861,812
"infP",1,812,12,812,"num",812,5,0.985221674876847,0.001,0.725370171025861,812
"sus",14,2923,2714,209,"num",418,1,0.00513171399247349,0.005,0.746551998786163,2923
"buil",14,2923,2713,209,"num",419,1,0.00513171399247349,0.005,0.746551998786163,2923
"nei",14,2923,2714,209,"num",418,1,0.00513171399247349,0.005,0.746551998786163,2923
"fam",16,2923,2716,183,"num",390,1,0.00513171399247349,0.005,0.746551998786163,2923
"infP",18,2923,2713,163,"num",373,1,0.00513171399247349,0.005,0.746551998786163,2923
"sus",4,2923,2151,731,"num",1503,2,0.0742387957577831,0.005,0.746551998786163,2923
"buil",4,2923,2219,731,"num",1435,2,0.0742387957577831,0.005,0.746551998786163,2923
"nei",4,2923,2184,731,"num",1470,2,0.0742387957577831,0.005,0.746551998786163,2923
"fam",5,2923,2093,585,"num",1415,2,0.0742387957577831,0.005,0.746551998786163,2923
"infP",18,2923,2538,163,"num",548,2,0.0742387957577831,0.005,0.746551998786163,2923
"sus",1,2923,1357,2923,"num",2923,3,0.535750940814232,0.005,0.746551998786163,2923
"fam",1,2923,1357,2923,"num",2923,3,0.535750940814232,0.005,0.746551998786163,2923
"buil",1,2923,1357,2923,"num",2923,3,0.535750940814232,0.005,0.746551998786163,2923
"nei",1,2923,1357,2923,"num",2923,3,0.535750940814232,0.005,0.746551998786163,2923
"infP",12,2923,1140,244,"num",2027,3,0.535750940814232,0.005,0.746551998786163,2923
"sus",1,2923,201,2923,"num",2923,4,0.931235032500855,0.005,0.746551998786163,2923
"fam",1,2923,201,2923,"num",2923,4,0.931235032500855,0.005,0.746551998786163,2923
"buil",1,2923,201,2923,"num",2923,4,0.931235032500855,0.005,0.746551998786163,2923
"nei",1,2923,201,2923,"num",2923,4,0.931235032500855,0.005,0.746551998786163,2923
"infP",51,2923,102,58,"num",2879,4,0.931235032500855,0.005,0.746551998786163,2923
"sus",1,2923,40,2923,"num",2923,5,0.986315429353404,0.005,0.746551998786163,2923
