"sus","fam","inf","buil","nei","lng","lat","infFam","infBuil","infNei","invDist","infP"
346,1546,FALSE,633,191,85,25,0,0,0,0.0848036827608235,0.56164746359948
347,203,FALSE,408,46,198,94,0,0,0,0.0788324844656117,0.625348447411761
348,1132,FALSE,414,168,44,84,0,0,0,0.0745548438969235,0.382177897786166
349,311,TRUE,10,85,125,68,8,8,85,0.0790553433331358,0.999999086746787
350,1120,FALSE,301,196,158,100,0,0,0,0.083023497561333,0.605730296083399
351,667,FALSE,629,6,64,138,0,0,0,0.103321099543397,0.559044086632723
352,592,TRUE,293,100,54,104,6,13,89,0.0857610035137983,0.981069195357753
353,476,FALSE,792,163,58,149,0,0,2,0.0990743318918274,0.723016696110623
354,1122,FALSE,655,183,46,47,0,0,0,0.0706694704868862,0.416028662035567
355,1233,FALSE,301,196,158,100,0,0,0,0.0889396405116848,0.62750609204734
356,1516,FALSE,815,139,3,83,0,0,0,0.0931037888945144,0.624067251410016
357,1021,TRUE,115,10,68,39,3,18,76,0.0764811509180616,0.999996887101596
358,1576,FALSE,610,9,185,29,0,0,0,0.0848036827608235,0.44559097386317
359,236,FALSE,658,134,180,38,0,0,0,0.0786748065769999,0.530610130220115
360,946,FALSE,896,72,150,34,0,0,6,0.0904376624704487,0.528276567930558
361,559,FALSE,565,110,51,178,0,0,0,0.0755399172935652,0.519356684386171
362,723,FALSE,689,82,134,195,0,0,1,0.0840545208649328,0.417156421328695
363,1825,FALSE,566,61,123,86,0,0,0,0.0962102539364778,0.531923937747156
364,131,FALSE,577,133,80,88,0,0,0,0.0879117231603782,0.596956147967259
365,1339,FALSE,403,125,28,46,0,0,0,0.081218710728283,0.600403082343005
366,1290,FALSE,119,87,24,60,0,1,1,0.0822148334486994,0.388155535508193
367,1168,FALSE,58,58,45,15,0,0,0,0.0921778532358897,0.516228394376519
368,10,TRUE,104,193,90,35,3,3,106,0.082418758283463,0.999997526440594
369,547,FALSE,638,68,39,65,0,0,0,0.0883595502932049,0.417385100967122
370,634,FALSE,158,82,134,195,0,0,1,0.0990743318918274,0.453800050711377
371,1852,FALSE,891,35,27,171,0,0,0,0.0822148334486994,0.662617025049153
372,558,FALSE,464,162,26,112,0,0,0,0.0981820072195597,0.632628621409846
373,1648,FALSE,265,41,151,177,0,1,2,0.122813475940975,0.673135975879373
374,458,FALSE,985,107,7,160,0,0,3,0.0897588481312538,0.516759099904807
375,71,FALSE,539,155,186,85,0,0,0,0.074361140548443,0.735025436316193
376,905,FALSE,816,150,43,131,0,0,0,0.074361140548443,0.589957438745765
377,198,FALSE,431,179,130,188,0,0,0,0.0790202481967531,0.53459998399417
378,833,TRUE,739,193,90,35,9,15,106,0.082418758283463,0.999999985294965
379,718,FALSE,421,103,1,53,0,0,0,0.0829941679403609,0.644545557463332
380,1322,FALSE,55,78,110,122,0,0,0,0.0726442678490445,0.611746752637758
381,1029,FALSE,981,192,162,193,0,0,0,0.0713088027928041,0.394176203789891
382,1868,TRUE,775,199,6,163,3,9,108,0.0718969956765922,0.999997857345288
383,1987,FALSE,539,155,186,85,0,0,0,0.0902986466755425,0.6595330417309
384,1539,TRUE,856,199,6,163,4,18,108,0.0920072531624143,0.999999898159529
385,1366,FALSE,37,136,92,21,0,0,0,0.0734898402732895,0.53877280437908
386,42,FALSE,22,2,142,147,0,0,2,0.0684268131923095,0.641877204040995
387,1497,FALSE,15,42,12,24,0,0,2,0.0870234174840872,0.690813830941848
388,1870,FALSE,803,170,183,114,0,0,0,0.0841622535176161,0.628871314550477
389,1402,FALSE,912,51,99,27,0,0,0,0.0788324844656117,0.775209091205529
390,859,FALSE,970,96,135,156,0,0,0,0.0767184332292256,0.523706517989673
391,821,FALSE,995,19,118,40,0,0,0,0.0764998315369362,0.725375646533662
392,891,FALSE,31,192,162,193,0,0,0,0.0746152698418388,0.489471970412838
393,484,FALSE,446,57,70,187,0,0,0,0.0842269252171405,0.640792219445328
394,576,FALSE,449,21,115,4,0,0,1,0.075544822492641,0.410178064664431
395,363,FALSE,411,156,129,123,0,0,0,0.0778694720462024,0.660708260701591
396,148,FALSE,528,154,69,11,0,0,0,0.0876134018789789,0.579079100444631
397,300,FALSE,209,1,42,106,0,0,0,0.0809113708290593,0.297760710615859
398,1519,FALSE,468,111,157,28,0,0,0,0.0797329068458783,0.387289350713937
399,954,FALSE,566,61,123,86,0,0,0,0.0791938591681173,0.48466979465718
400,934,FALSE,834,156,129,123,0,0,0,0.0713088027928041,0.6317572572427
401,1285,FALSE,449,21,115,4,0,0,1,0.0897588481312538,0.453510175197274
402,1833,FALSE,787,26,17,109,0,0,9,0.0745548438969235,0.690714740208586
403,1916,FALSE,2,188,50,77,0,0,0,0.0954706870753404,0.743143830822552
404,438,FALSE,551,76,98,5,0,0,0,0.0910161889054751,0.641669244397572
405,1698,FALSE,870,80,117,49,0,0,0,0.0871199049055316,0.568522550356824
406,787,FALSE,627,127,66,32,0,0,1,0.081752830095276,0.666695742547414
407,80,FALSE,987,94,182,103,0,0,0,0.0933829229360678,0.519149681513242
408,968,FALSE,387,49,38,176,0,0,0,0.0870360889196701,0.62871912297704
409,1300,FALSE,34,115,128,9,0,0,0,0.0606581817872789,0.534243859338419
410,474,FALSE,55,78,110,122,0,0,0,0.0807656883573146,0.415311987072031
411,976,FALSE,641,183,46,47,0,0,0,0.0981820072195597,0.543496652340111
412,1920,FALSE,803,170,183,114,0,0,0,0.0701872043433794,0.537265955592763
413,114,FALSE,945,186,16,70,0,0,0,0.0897331443670147,0.579418341678578
414,1032,FALSE,791,152,37,146,0,0,0,0.0791938591681173,0.709047219746734
415,1573,FALSE,836,3,91,159,0,0,0,0.0912255160113496,0.665536336405976
416,1189,FALSE,386,137,61,197,0,0,0,0.0990743318918274,0.504260166799524
417,1454,FALSE,824,64,72,139,0,0,0,0.0720772130130935,0.634298663667834
418,850,FALSE,419,187,161,191,0,0,1,0.0921778532358897,0.694206492693267
419,419,FALSE,579,4,154,129,0,0,0,0.0848036827608235,0.564969472086461
420,1869,FALSE,814,37,152,135,0,0,0,0.0931037888945144,0.580213962348373
421,481,FALSE,643,23,96,200,0,0,0,0.0993663816251029,0.381009173842775
422,1353,FALSE,663,96,135,156,0,0,0,0.0857610035137983,0.654238078061512
423,1860,FALSE,985,107,7,160,0,0,3,0.0966015944740857,0.566325856478532
424,1078,FALSE,809,174,22,95,0,0,0,0.0755920840940604,0.375748420784245
425,1093,FALSE,460,114,140,19,0,0,0,0.0871199049055316,0.528523032572988
426,1747,FALSE,318,92,14,13,0,0,0,0.0853436088126607,0.653044200925361
427,153,FALSE,691,54,75,17,0,0,0,0.0831707975044816,0.661055048839908
428,1794,FALSE,503,173,187,107,0,0,0,0.083023497561333,0.456128627043591
429,901,FALSE,156,65,77,183,0,0,0,0.100988669942421,0.635554553437371
430,49,FALSE,757,3,91,159,0,0,0,0.0828973411524041,0.520470941448024
431,1115,FALSE,579,4,154,129,0,0,0,0.0799790864006301,0.615895116601951
432,27,FALSE,295,72,150,34,0,0,6,0.0764998315369362,0.66237559856348
433,1760,FALSE,223,26,17,109,0,0,9,0.074361140548443,0.674799261077749
434,635,TRUE,953,112,159,67,5,9,94,0.0790553433331358,0.97271425876819
435,1459,FALSE,683,7,167,18,0,0,0,0.0818924977624548,0.603444026525095
436,443,FALSE,672,36,171,2,0,0,0,0.0846255763134779,0.629423983764488
437,362,FALSE,926,107,7,160,0,0,3,0.083023497561333,0.455349305269689
438,417,FALSE,91,177,15,116,0,0,0,0.0701872043433794,0.495254268750369
439,776,FALSE,609,141,33,125,0,0,0,0.080907414516655,0.546819338754713
440,1746,FALSE,397,141,33,125,0,0,0,0.0718969956765922,0.530763696026119
441,972,FALSE,187,146,184,64,0,0,0,0.0902986466755425,0.748205214107229
442,1969,FALSE,710,108,74,74,0,0,0,0.0799716815817275,0.597849035323843
443,1779,FALSE,55,78,110,122,0,0,0,0.0820458655413023,0.620994941493751
444,748,FALSE,200,155,186,85,0,0,0,0.0883301585578582,0.62277104593723
445,1847,FALSE,433,139,3,83,0,0,0,0.0790202481967531,0.362207736504187
446,1790,FALSE,280,5,2,132,0,0,0,0.0940732796562552,0.361901898696891
447,1888,FALSE,236,126,113,71,0,0,1,0.0871199049055316,0.568231777571354
448,1181,FALSE,759,129,53,133,0,0,0,0.0883595502932049,0.584309554581982
449,1045,FALSE,591,36,171,2,0,0,0,0.0799790864006301,0.557999888905301
450,282,FALSE,952,180,29,137,0,0,0,0.0677260917634345,0.351359576102267
451,1566,FALSE,568,63,163,75,0,0,0,0.0838654531405034,0.517045189611976
452,982,FALSE,786,13,10,141,0,0,0,0.0797329068458783,0.478668853503623
453,969,FALSE,418,19,118,40,0,0,0,0.08394246057689,0.704876958529684
454,1859,FALSE,420,187,161,191,0,0,1,0.0822148334486994,0.662722141148748
455,1345,FALSE,693,80,117,49,0,0,0,0.0842269252171405,0.726899754465359
456,1773,FALSE,370,35,27,171,0,0,0,0.0829941679403609,0.558209725817575
457,1594,FALSE,297,109,73,36,0,0,0,0.0870234174840872,0.36985982397588
458,694,FALSE,225,176,121,80,0,0,0,0.0853436088126607,0.555379410615628
459,1487,FALSE,364,81,189,61,0,0,0,0.0809785165152652,0.501698879581771
460,909,TRUE,47,100,54,104,5,8,89,0.0926851203356423,0.924941274579942
461,979,FALSE,299,57,70,187,0,0,0,0.0954706870753404,0.394624324929478
462,4,FALSE,630,30,102,51,0,0,0,0.0938724947466088,0.449514224489751
463,1673,FALSE,770,37,152,135,0,0,0,0.0892225484062927,0.496986348231113
464,1609,FALSE,368,192,162,193,0,0,0,0.0954706870753404,0.598642800930812
465,1762,FALSE,309,176,121,80,0,0,0,0.0755920840940604,0.567818430724455
466,1957,FALSE,267,187,161,191,0,1,1,0.105296826539831,0.465093308594761
467,479,FALSE,264,106,170,134,0,0,0,0.081752830095276,0.597710203604619
468,1039,FALSE,113,197,136,97,0,0,2,0.0941214463746146,0.621881223000238
469,1515,FALSE,419,187,161,191,0,0,1,0.0848870264568826,0.596878104151846
470,733,FALSE,510,171,93,50,0,0,0,0.08394246057689,0.610599230112722
471,854,FALSE,447,2,142,147,0,0,2,0.0799716815817275,0.645163435279065
472,837,FALSE,705,80,117,49,0,0,0,0.0902986466755425,0.602997271949301
473,97,FALSE,218,128,95,105,0,0,0,0.0726442678490445,0.351761793952082
474,1992,FALSE,572,15,112,184,0,0,4,0.0993663816251029,0.657651863172935
475,1735,FALSE,225,176,121,80,0,0,0,0.0945736062208545,0.601164987426931
476,1547,FALSE,710,108,74,74,0,0,0,0.0792310449529044,0.485367898082416
477,1903,FALSE,894,73,76,152,0,0,0,0.0928716867430503,0.531015003396574
478,1258,FALSE,658,134,180,38,0,0,0,0.0784429296712943,0.607428229422701
479,1664,FALSE,435,144,172,161,0,0,0,0.0755920840940604,0.627686313488374
480,675,FALSE,117,198,103,79,0,0,0,0.0806266722059588,0.520897347187691
481,1971,FALSE,182,25,101,76,0,0,0,0.0889396405116848,0.397745721270307
482,1285,FALSE,449,21,115,4,0,0,1,0.0940732796562552,0.567091100579932
483,1842,FALSE,886,105,32,20,0,0,0,0.0823786273618653,0.669767785198177
484,1541,FALSE,495,50,56,23,0,0,0,0.0882029847950071,0.478268835994051
485,1412,FALSE,130,83,59,140,0,1,1,0.0790553433331358,0.53297867187857
486,4,FALSE,630,30,102,51,0,0,0,0.0897588481312538,0.527329133845598
487,1858,FALSE,262,7,167,18,0,0,0,0.0797518713010056,0.440853133699132
488,629,FALSE,812,151,88,42,0,0,0,0.0809785165152652,0.570466739308987
489,399,FALSE,409,2,142,147,0,0,2,0.0896152791688296,0.698305596164134
490,852,FALSE,654,137,61,197,0,0,0,0.0701872043433794,0.586019794511864
491,677,FALSE,273,164,165,12,0,0,0,0.0935918310748825,0.590923432620478
492,1784,FALSE,742,149,71,108,0,0,4,0.0624232183791819,0.669388714244622
493,1079,FALSE,148,194,133,96,0,0,8,0.0791949570289093,0.640496569731338
494,1967,FALSE,420,187,161,191,0,0,1,0.093774098715575,0.584978541427843
495,63,FALSE,259,52,197,185,0,0,0,0.0884669459363567,0.671588427145448
496,1405,FALSE,812,151,88,42,0,0,0,0.0768275729872483,0.599557582055641
497,196,FALSE,454,160,191,59,0,0,0,0.0823786273618653,0.552598257972501
498,1836,FALSE,199,40,199,41,0,0,0,0.078833617503493,0.658103699087102
499,1867,FALSE,721,88,122,22,0,0,0,0.0786748065769999,0.624278410956193
500,1327,FALSE,704,84,81,155,0,0,0,0.0822148334486994,0.434303946865163
501,172,FALSE,811,86,116,31,0,0,2,0.0830335729812126,0.535296716559588
502,417,FALSE,91,177,15,116,0,0,0,0.0826372286016341,0.53844925997263
503,587,FALSE,985,107,7,160,0,0,3,0.0805221784117377,0.590836418544069
504,1788,FALSE,970,96,135,156,0,0,0,0.0698540544577156,0.519937833976432
505,1354,FALSE,264,106,170,134,0,0,0,0.0823786273618653,0.5725015993977
506,1559,FALSE,536,184,120,10,0,0,0,0.0897331443670147,0.742919471881189
507,922,FALSE,525,96,135,156,0,0,0,0.0889396405116848,0.500207114827042
508,723,FALSE,689,82,134,195,0,0,1,0.10155729748758,0.604848481900113
509,81,TRUE,862,44,11,45,3,26,96,0.0970164315544158,0.999999882609449
510,659,TRUE,367,112,159,67,7,23,94,0.0889396405116848,0.988515968477471
511,1396,FALSE,541,5,2,132,0,0,0,0.0818924977624548,0.639905383592049
512,1018,FALSE,153,177,15,116,0,0,0,0.0966015944740857,0.546552392568169
513,193,FALSE,897,119,119,55,0,0,0,0.0956894153821032,0.685566875653441
514,745,FALSE,264,106,170,134,0,0,0,0.0940732796562552,0.59726854273809
515,140,FALSE,13,65,77,183,0,0,0,0.079022311343971,0.549833858709265
516,1597,TRUE,384,193,90,35,9,23,106,0.0901614914249489,0.999999996688018
517,945,FALSE,910,64,72,139,0,0,0,0.0990743318918274,0.577264861688598
518,932,FALSE,419,187,161,191,0,0,1,0.0897331443670147,0.636599422734765
519,1716,FALSE,51,117,174,14,0,0,0,0.0892225484062927,0.578969803056943
520,48,FALSE,287,172,179,3,0,0,0,0.0830367412636811,0.596440453303546
521,1610,FALSE,872,102,156,8,0,0,0,0.08394246057689,0.588492232053788
522,1389,TRUE,752,39,200,166,3,18,102,0.0927109811407707,0.999966470681729
523,371,FALSE,211,139,3,83,0,0,0,0.08394246057689,0.571284022563509
524,1756,FALSE,403,125,28,46,0,0,0,0.0903652288313932,0.369835284727243
525,904,FALSE,394,159,35,128,0,0,0,0.0829941679403609,0.712719333784653
526,1514,TRUE,101,26,17,109,1,1,9,0.122813475940975,0.814390294476178
527,1017,FALSE,730,107,7,160,0,0,3,0.0806266722059588,0.583721287988368
528,281,FALSE,415,174,22,95,0,0,0,0.0920072531624143,0.564924287994586
529,104,FALSE,497,101,173,30,0,0,0,0.0734898402732895,0.539424972019286
530,10,TRUE,104,193,90,35,3,3,106,0.08680182800863,0.999997426826556
531,1942,FALSE,150,47,132,81,0,0,1,0.080907414516655,0.585182814311809
532,1772,FALSE,977,192,162,193,0,0,0,0.0803312838477477,0.529325833763043
533,499,FALSE,753,140,193,154,0,0,0,0.0932421119526173,0.614811130935762
534,722,FALSE,113,197,136,97,0,0,2,0.0788324844656117,0.522678416726416
535,269,FALSE,191,72,150,34,0,0,6,0.0716098194147146,0.711085661448726
536,1009,FALSE,88,28,137,111,3,3,3,0.0884669459363567,0.760025793252599
537,1746,FALSE,397,141,33,125,0,0,0,0.093774098715575,0.615005837524956
538,1007,FALSE,265,41,151,177,1,1,2,0.0832749233613349,0.487547768224234
539,1027,FALSE,879,84,81,155,0,0,0,0.0693649276082684,0.611110342909538
540,762,FALSE,14,150,43,131,0,0,0,0.0774871570371913,0.579260781881727
541,857,FALSE,366,151,88,42,0,0,0,0.0798084755565361,0.667481160180883
542,1922,FALSE,947,146,184,64,0,0,0,0.081752830095276,0.57566924403205
543,1943,FALSE,653,167,175,72,0,0,0,0.0790553433331358,0.405973440854679
544,1214,FALSE,955,21,115,4,0,0,1,0.0912337709669433,0.637796916081448
545,313,FALSE,402,182,83,199,0,0,0,0.0807209627714674,0.340345445042852
546,1391,FALSE,212,155,186,85,0,0,0,0.0740244317324261,0.402014251042754
547,1431,FALSE,473,83,59,140,0,0,1,0.0889396405116848,0.514571347121147
548,160,FALSE,459,158,20,150,0,0,0,0.0926851203356423,0.586158825720898
549,921,FALSE,142,74,178,93,0,0,0,0.0897588481312538,0.550250384503421
550,617,FALSE,792,163,58,149,0,0,2,0.074361140548443,0.559631959682427
551,46,FALSE,466,140,193,154,0,0,0,0.0879117231603782,0.396911780848913
552,1292,FALSE,907,83,59,140,0,0,1,0.0981820072195597,0.603843919252927
553,828,FALSE,332,151,88,42,0,0,0,0.0768275729872483,0.523991135114779
554,656,FALSE,545,32,127,63,0,1,1,0.0700007699283336,0.631916124025075
555,772,TRUE,367,112,159,67,7,23,94,0.0734898402732895,0.996086158909158
556,1122,FALSE,655,183,46,47,0,0,0,0.0932095615542382,0.532366055134172
557,173,FALSE,660,41,151,177,0,0,2,0.083023497561333,0.5670155474013
558,890,FALSE,114,77,124,121,0,0,0,0.0928716867430503,0.550605244635128
559,332,FALSE,823,80,117,49,0,0,0,0.0833090523796387,0.479517406961617
560,1725,FALSE,916,141,33,125,0,0,0,0.0883301585578582,0.619854099853454
561,209,FALSE,464,162,26,112,0,0,0,0.0937123722228726,0.569941010879801
562,1802,FALSE,481,99,5,43,0,0,0,0.0871199049055316,0.476951950261491
563,1607,FALSE,187,146,184,64,0,0,0,0.0882029847950071,0.667631917718498
564,1043,FALSE,111,11,149,44,0,1,1,0.0767184332292256,0.585153270834816
565,1772,FALSE,977,192,162,193,0,0,0,0.0780430011313393,0.573416316348373
566,912,FALSE,944,179,130,188,0,0,0,0.0829941679403609,0.658790347000483
567,1777,TRUE,47,100,54,104,3,8,89,0.0915614273420841,0.950078414124915
568,1349,FALSE,93,158,20,150,0,0,0,0.0743761563583807,0.552547770527694
569,998,FALSE,86,175,168,16,0,0,0,0.0701872043433794,0.620606932403618
570,1722,FALSE,782,106,170,134,0,0,0,0.0897331443670147,0.606136569014865
571,291,TRUE,647,44,11,45,8,13,96,0.0825465245005115,0.999999904638287
572,1601,FALSE,851,96,135,156,0,0,0,0.0809405854175867,0.476846502473739
573,1691,FALSE,467,57,70,187,0,0,0,0.0788324844656117,0.601826566559175
574,1485,FALSE,185,27,19,182,0,0,0,0.0784816344966753,0.509389295528333
575,222,FALSE,706,65,77,183,0,0,0,0.0700587853767183,0.545528404449807
576,1292,FALSE,907,83,59,140,0,0,1,0.0884669459363567,0.599710884084569
577,983,FALSE,419,187,161,191,0,0,1,0.0932095615542382,0.686547287179055
578,883,FALSE,280,5,2,132,0,0,0,0.0889396405116848,0.63498251041537
579,1459,FALSE,683,7,167,18,0,0,0,0.0840545208649328,0.498921867983182
580,243,TRUE,940,193,90,35,5,5,106,0.0945736062208545,0.999999127340267
581,82,FALSE,228,116,57,98,0,0,0,0.08680182800863,0.434884780981284
582,439,FALSE,573,74,178,93,0,0,0,0.0828973411524041,0.619358906996183
583,937,FALSE,475,60,87,92,0,0,0,0.093774098715575,0.687780162786353
584,1674,FALSE,412,159,35,128,0,0,0,0.0768275729872483,0.649292693806705
585,1916,FALSE,2,188,50,77,0,0,0,0.100812456037827,0.574957694093678
586,730,FALSE,913,52,197,185,0,0,0,0.0875756238363734,0.403840356442477
587,1900,FALSE,324,41,151,177,0,0,2,0.0716098194147146,0.678090662145998
588,1182,FALSE,8,175,168,16,0,0,0,0.0828973411524041,0.396382462170372
589,1703,FALSE,585,178,34,89,0,0,0,0.0853436088126607,0.714974774271627
590,1234,FALSE,918,124,52,143,0,0,0,0.0799070400496662,0.517012215594368
591,1443,FALSE,126,30,102,51,0,0,0,0.0830335729812126,0.496681223663811
592,1689,FALSE,280,5,2,132,0,0,0,0.0716098194147146,0.604290926009491
593,1861,FALSE,98,113,146,174,0,0,0,0.0978314611479547,0.587149710731808
594,246,FALSE,892,171,93,50,0,0,0,0.0792310449529044,0.557778942516638
595,49,FALSE,757,3,91,159,0,0,0,0.081218710728283,0.555553614890796
596,446,TRUE,508,199,6,163,7,7,108,0.0848036827608235,0.999999718193784
597,468,FALSE,189,79,9,110,0,0,0,0.0832749233613349,0.560648460052277
598,1656,TRUE,775,199,6,163,6,9,108,0.0790202481967531,0.999999476763904
599,1146,FALSE,421,103,1,53,0,0,0,0.0809405854175867,0.58308317329378
600,1295,TRUE,752,39,200,166,7,18,102,0.081752830095276,0.99996871641313
601,1329,FALSE,920,126,113,71,0,0,1,0.0897588481312538,0.594048549620302
602,1619,FALSE,846,138,79,26,0,0,0,0.0933829229360678,0.49960897851004
603,511,FALSE,926,107,7,160,0,0,3,0.0931037888945144,0.522138975271675
604,874,FALSE,29,24,109,172,0,0,0,0.0848870264568826,0.418076141863627
605,141,FALSE,956,88,122,22,0,0,0,0.0882029847950071,0.480161110694293
606,924,FALSE,732,127,66,32,0,0,1,0.0788324844656117,0.560024940510322
607,1602,FALSE,501,113,146,174,0,0,0,0.0797267496139331,0.642597508497174
608,1059,FALSE,440,17,47,180,0,0,0,0.0904376624704487,0.434962966693879
609,22,FALSE,113,197,136,97,0,0,2,0.0840545208649328,0.654353758380872
610,1915,FALSE,255,160,191,59,0,0,0,0.0921053146817394,0.432886744109936
611,1536,FALSE,387,49,38,176,0,0,0,0.0606581817872789,0.373967826968009
612,196,FALSE,454,160,191,59,0,0,0,0.0701872043433794,0.44281403277725
613,1168,FALSE,58,58,45,15,0,0,0,0.0780430011313393,0.672676624252122
614,943,FALSE,218,128,95,105,0,0,0,0.0684268131923095,0.734632470318701
615,571,FALSE,158,82,134,195,0,0,1,0.077206331056822,0.482504793472236
616,1564,FALSE,883,106,170,134,0,0,0,0.0912337709669433,0.664586522047372
617,1019,FALSE,673,59,31,130,0,0,0,0.0807209627714674,0.546018056118709
618,173,FALSE,660,41,151,177,0,0,2,0.090849202456963,0.486686592399324
619,712,FALSE,271,84,81,155,0,0,0,0.0902986466755425,0.673191595987352
620,1382,FALSE,838,93,194,168,0,0,0,0.0902986466755425,0.485514973756888
621,1424,TRUE,597,100,54,104,5,16,89,0.0882029847950071,0.872701096456478
622,1246,FALSE,481,99,5,43,0,0,0,0.0735251879250377,0.477346013758609
623,1684,FALSE,369,87,24,60,0,0,1,0.0713088027928041,0.585906344947836
624,974,FALSE,651,59,31,130,0,0,0,0.0790202481967531,0.54733591233503
625,1426,FALSE,124,96,135,156,0,0,0,0.0830335729812126,0.348576868154759
626,167,FALSE,569,93,194,168,0,0,0,0.0797267496139331,0.571249177676203
627,1675,FALSE,700,35,27,171,0,0,0,0.0831707975044816,0.500857590771117
628,739,FALSE,610,9,185,29,0,0,0,0.0990743318918274,0.728104352570195
629,183,FALSE,501,113,146,174,0,0,0,0.0764998315369362,0.636662641508331
630,567,FALSE,185,27,19,182,0,0,0,0.0624232183791819,0.436437612351372
